コード,銘柄名,市場・商品区分
6289,技研製作所,市場第一部（内国株）
6291,日本エアーテック,市場第一部（内国株）
6292,カワタ,市場第一部（内国株）
6293,日精樹脂工業,市場第一部（内国株）
6294,オカダアイヨン,市場第一部（内国株）
6297,鉱研工業,JASDAQ(スタンダード・内国株）
6298,ワイエイシイホールディングス,市場第一部（内国株）
6299,神鋼環境ソリューション,市場第二部（内国株）
6301,小松製作所,市場第一部（内国株）
6302,住友重機械工業,市場第一部（内国株）
6303,ササクラ,市場第二部（内国株）
6305,日立建機,市場第一部（内国株）
6306,日工,市場第一部（内国株）
6307,サンセイ,市場第二部（内国株）
6309,巴工業,市場第一部（内国株）
6310,井関農機,市場第一部（内国株）
6312,フロイント産業,JASDAQ(スタンダード・内国株）
6315,ＴＯＷＡ,市場第一部（内国株）
6316,丸山製作所,市場第一部（内国株）
6317,北川鉄工所,市場第一部（内国株）
6319,シンニッタン,市場第一部（内国株）
6322,タクミナ,市場第二部（内国株）
6323,ローツェ,市場第一部（内国株）
6324,ハーモニック・ドライブ・システムズ,JASDAQ(スタンダード・内国株）
6325,タカキタ,市場第一部（内国株）
6326,クボタ,市場第一部（内国株）
6327,北川精機,JASDAQ(スタンダード・内国株）
6328,荏原実業,市場第一部（内国株）
6330,東洋エンジニアリング,市場第一部（内国株）
6331,三菱化工機,市場第一部（内国株）
6332,月島機械,市場第一部（内国株）
6333,帝国電機製作所,市場第一部（内国株）
6334,明治機械,市場第二部（内国株）
6335,東京機械製作所,市場第一部（内国株）
6336,石井表記,市場第二部（内国株）
6337,テセック,JASDAQ(スタンダード・内国株）
6338,タカトリ,市場第二部（内国株）
6339,新東工業,市場第一部（内国株）
6340,澁谷工業,市場第一部（内国株）
6342,太平製作所,市場第二部（内国株）
6343,フリージア・マクロス,市場第二部（内国株）
6345,アイチ　コーポレーション,市場第一部（内国株）
6346,キクカワエンタープライズ,市場第二部（内国株）
6347,プラコー,JASDAQ(スタンダード・内国株）
6349,小森コーポレーション,市場第一部（内国株）
6351,鶴見製作所,市場第一部（内国株）
6355,住友精密工業,市場第一部（内国株）
6356,日本ギア工業,市場第一部（内国株）
6357,三精テクノロジーズ,市場第二部（内国株）
6358,酒井重工業,市場第一部（内国株）
6360,東京自働機械製作所,市場第二部（内国株）
6361,荏原製作所,市場第一部（内国株）
6362,石井鐵工所,市場第一部（内国株）
6363,酉島製作所,市場第一部（内国株）
6364,北越工業,市場第一部（内国株）
6365,電業社機械製作所,市場第二部（内国株）
6366,千代田化工建設,市場第二部（内国株）
6367,ダイキン工業,市場第一部（内国株）
6368,オルガノ,市場第一部（内国株）
6369,トーヨーカネツ,市場第一部（内国株）
6370,栗田工業,市場第一部（内国株）
6371,椿本チエイン,市場第一部（内国株）
6373,大同工業,市場第一部（内国株）
6376,日機装,市場第一部（内国株）
6378,木村化工機,市場第一部（内国株）
6379,レイズネクスト,市場第一部（内国株）
6380,オリエンタルチエン工業,市場第二部（内国株）
6381,アネスト岩田,市場第一部（内国株）
6382,トリニティ工業,市場第二部（内国株）
6383,ダイフク,市場第一部（内国株）
6384,昭和真空,JASDAQ(スタンダード・内国株）
6387,サムコ,市場第一部（内国株）
6390,加藤製作所,市場第一部（内国株）
6391,加地テック,市場第二部（内国株）
6392,ヤマダコーポレーション,市場第二部（内国株）
6393,油研工業,市場第一部（内国株）
6395,タダノ,市場第一部（内国株）
6396,宇野澤組鐵工所,市場第二部（内国株）
6400,不二精機,JASDAQ(スタンダード・内国株）
6402,兼松エンジニアリング,市場第二部（内国株）
6403,水道機工,JASDAQ(スタンダード・内国株）
6405,鈴茂器工,JASDAQ(スタンダード・内国株）
6406,フジテック,市場第一部（内国株）
6407,ＣＫＤ,市場第一部（内国株）
6408,小倉クラッチ,JASDAQ(スタンダード・内国株）
6409,キトー,市場第一部（内国株）
6411,中野冷機,JASDAQ(スタンダード・内国株）
6412,平和,市場第一部（内国株）
6413,理想科学工業,市場第一部（内国株）
6414,川重冷熱工業,JASDAQ(スタンダード・内国株）
6416,桂川電機,JASDAQ(スタンダード・内国株）
6417,ＳＡＮＫＹＯ,市場第一部（内国株）
6418,日本金銭機械,市場第一部（内国株）
6419,マースグループホールディングス,市場第一部（内国株）
6420,フクシマガリレイ,市場第一部（内国株）
6424,高見沢サイバネティックス,JASDAQ(スタンダード・内国株）
6425,ユニバーサルエンターテインメント,JASDAQ(スタンダード・内国株）
6428,オーイズミ,市場第一部（内国株）
6430,ダイコク電機,市場第一部（内国株）
6432,竹内製作所,市場第一部（内国株）
6433,ヒーハイスト,JASDAQ(スタンダード・内国株）
6436,アマノ,市場第一部（内国株）
6440,ＪＵＫＩ,市場第一部（内国株）
6444,サンデンホールディングス,市場第一部（内国株）
6445,蛇の目ミシン工業,市場第一部（内国株）
6448,ブラザー工業,市場第一部（内国株）
6454,マックス,市場第一部（内国株）
6455,モリタホールディングス,市場第一部（内国株）
6457,グローリー,市場第一部（内国株）
6458,新晃工業,市場第一部（内国株）
6459,大和冷機工業,市場第一部（内国株）
6460,セガサミーホールディングス,市場第一部（内国株）
6461,日本ピストンリング,市場第一部（内国株）
6462,リケン,市場第一部（内国株）
6463,ＴＰＲ,市場第一部（内国株）
6464,ツバキ・ナカシマ,市場第一部（内国株）
6465,ホシザキ,市場第一部（内国株）
6466,ＴＶＥ,市場第二部（内国株）
6467,ニチダイ,JASDAQ(スタンダード・内国株）
6469,放電精密加工研究所,JASDAQ(スタンダード・内国株）
6470,大豊工業,市場第一部（内国株）
6471,日本精工,市場第一部（内国株）
6472,ＮＴＮ,市場第一部（内国株）
6473,ジェイテクト,市場第一部（内国株）
6474,不二越,市場第一部（内国株）
6479,ミネベアミツミ,市場第一部（内国株）
6480,日本トムソン,市場第一部（内国株）
6481,ＴＨＫ,市場第一部（内国株）
6482,ユーシン精機,市場第一部（内国株）
6484,ＫＶＫ,JASDAQ(スタンダード・内国株）
6485,前澤給装工業,市場第一部（内国株）
6486,イーグル工業,市場第一部（内国株）
6488,ヨシタケ,JASDAQ(スタンダード・内国株）
6489,前澤工業,市場第一部（内国株）
6490,日本ピラー工業,市場第一部（内国株）
6492,岡野バルブ製造,市場第二部（内国株）
6493,日鍛バルブ,市場第二部（内国株）
6494,ＮＦＫホールディングス,JASDAQ(スタンダード・内国株）
6495,宮入バルブ製作所,市場第二部（内国株）
6496,中北製作所,市場第二部（内国株）
6497,ハマイ,JASDAQ(スタンダード・内国株）
6498,キッツ,市場第一部（内国株）
6501,日立製作所,市場第一部（内国株）
6502,東芝,市場第二部（内国株）
6503,三菱電機,市場第一部（内国株）
6504,富士電機,市場第一部（内国株）
6505,東洋電機製造,市場第一部（内国株）
6506,安川電機,市場第一部（内国株）
6507,シンフォニアテクノロジー,市場第一部（内国株）
6508,明電舎,市場第一部（内国株）
6513,オリジン,市場第一部（内国株）
6516,山洋電気,市場第一部（内国株）
6517,デンヨー,市場第一部（内国株）
6518,三相電機,JASDAQ(スタンダード・内国株）
6531,リファインバース,マザーズ（内国株）
6532,ベイカレント・コンサルティング,市場第一部（内国株）
6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,市場第一部（内国株）
6535,アイモバイル,市場第一部（内国株）
6537,ＷＡＳＨハウス,マザーズ（内国株）
6538,キャリアインデックス,市場第一部（内国株）
6539,ＭＳ−Ｊａｐａｎ,市場第一部（内国株）
6540,船場,市場第一部（内国株）
6541,グレイステクノロジー,市場第一部（内国株）
6542,ＦＣホールディングス,JASDAQ(スタンダード・内国株）
6543,日宣,JASDAQ(スタンダード・内国株）
6544,ジャパンエレベーターサービスホールディングス,市場第一部（内国株）
6545,インターネットインフィニティー,マザーズ（内国株）
6546,フルテック,市場第一部（内国株）
6547,グリーンズ,市場第一部（内国株）
6548,旅工房,マザーズ（内国株）
6549,ディーエムソリューションズ,JASDAQ(スタンダード・内国株）
6550,Ｆｒｉｎｇｅ８１,マザーズ（内国株）
6551,ツナググループ・ホールディングス,市場第一部（内国株）
6552,ＧａｍｅＷｉｔｈ,市場第一部（内国株）
